x   y 
0.99925 0.739436
1 0.740365
1.00075 0.74132
1.0015 0.74206
1.00225 0.742769
1.003 0.740994
1.00375 0.740841
1.0045 0.739434
1.00525 0.740417
1.006 0.740402
1.00675 0.740419
1.0075 0.742178
1.00825 0.741651
1.009 0.741233
1.00975 0.740267
1.0105 0.740433
1.01125 0.740414
1.012 0.741312
1.01275 0.74108
1.0135 0.74015
1.01425 0.740849
1.015 0.739876
1.01575 0.740285
1.0165 0.741099
1.01725 0.741543
1.018 0.740543
1.01875 0.740427
1.0195 0.741428
1.02026 0.739074
1.02101 0.738194
1.02176 0.73788
1.02251 0.73977
1.02326 0.740297
1.02401 0.74103
1.02476 0.741493
1.02551 0.741815
1.02626 0.741757
1.02701 0.743185
1.02776 0.743585
1.02851 0.742944
1.02926 0.743934
1.03001 0.742856
1.03076 0.742325
1.03151 0.743001
1.03226 0.742758
1.03301 0.741915
1.03376 0.742584
1.03451 0.743213
1.03526 0.744537
1.03601 0.745107
1.03676 0.744896
1.03751 0.745198
1.03826 0.744742
1.03901 0.746068
1.03976 0.74643
1.04051 0.745781
1.04126 0.745557
1.04201 0.744935
1.04276 0.744899
1.04351 0.745309
1.04426 0.745089
1.04501 0.74374
1.04576 0.743684
1.04651 0.742587
1.04726 0.743142
1.04801 0.742957
1.04876 0.743678
1.04951 0.744068
1.05026 0.744189
1.05101 0.746204
1.05176 0.748012
1.05251 0.747603
1.05326 0.747756
1.05401 0.747526
1.05476 0.747767
1.05551 0.747282
1.05626 0.747433
1.05701 0.749114
1.05776 0.749328
1.05851 0.749182
1.05926 0.750521
1.06002 0.750392
1.06077 0.749137
1.06152 0.75067
1.06227 0.752252
1.06302 0.751532
1.06377 0.75042
1.06452 0.749585
1.06527 0.748104
1.06602 0.74699
1.06677 0.748038
1.06752 0.747481
1.06827 0.747875
1.06902 0.746955
1.06977 0.747932
1.07052 0.748914
1.07127 0.75089
1.07202 0.7501
1.07277 0.750128
1.07352 0.750524
1.07427 0.751976
1.07502 0.751975
1.07577 0.751589
1.07652 0.751981
1.07727 0.751689
1.07802 0.751933
1.07877 0.750956
1.07952 0.751296
1.08027 0.749465
1.08102 0.749118
1.08177 0.749325
1.08252 0.748255
1.08327 0.74803
1.08402 0.747576
1.08477 0.747816
1.08552 0.748702
1.08627 0.747351
1.08702 0.748933
1.08777 0.748775
1.08852 0.748314
1.08927 0.748185
1.09002 0.746394
1.09077 0.746468
1.09152 0.747321
1.09227 0.745986
1.09302 0.745071
1.09377 0.745194
1.09452 0.743509
1.09527 0.743977
1.09602 0.744355
1.09677 0.746179
1.09752 0.747579
1.09827 0.748436
1.09902 0.749164
1.09977 0.749644
1.10053 0.751115
1.10128 0.751597
1.10203 0.752425
1.10278 0.753085
1.10353 0.752308
1.10428 0.753011
1.10503 0.754097
1.10578 0.753737
1.10653 0.755275
1.10728 0.754807
1.10803 0.753598
1.10878 0.755603
1.10953 0.756878
1.11028 0.757587
1.11103 0.759602
1.11178 0.758179
1.11253 0.758008
1.11328 0.761679
1.11403 0.761608
1.11478 0.761704
1.11553 0.762435
1.11628 0.762723
1.11703 0.763761
1.11778 0.763543
1.11853 0.764909
1.11928 0.766922
1.12003 0.769691
1.12078 0.772086
1.12153 0.774159
1.12228 0.774614
1.12303 0.777286
1.12378 0.779711
1.12453 0.779828
1.12528 0.780423
1.12603 0.781255
1.12678 0.783512
1.12753 0.787585
1.12828 0.788186
1.12903 0.790303
1.12978 0.791707
1.13053 0.794029
1.13128 0.795413
1.13203 0.796388
1.13278 0.798798
1.13353 0.800801
1.13428 0.801962
1.13503 0.803654
1.13578 0.807594
1.13653 0.809302
1.13728 0.811239
1.13803 0.812372
1.13878 0.81364
1.13953 0.816616
1.14029 0.818219
1.14104 0.819961
1.14179 0.821177
1.14254 0.823146
1.14329 0.826453
1.14404 0.828557
1.14479 0.83147
1.14554 0.835013
1.14629 0.836205
1.14704 0.84077
1.14779 0.843066
1.14854 0.846956
1.14929 0.85078
1.15004 0.853766
1.15079 0.855644
1.15154 0.858858
1.15229 0.861373
1.15304 0.865957
1.15379 0.868754
1.15454 0.870443
1.15529 0.873682
1.15604 0.877089
1.15679 0.88049
1.15754 0.884353
1.15829 0.887809
1.15904 0.893163
1.15979 0.896409
1.16054 0.899005
1.16129 0.901715
1.16204 0.905615
1.16279 0.909729
1.16354 0.915048
1.16429 0.917766
1.16504 0.922691
1.16579 0.929558
1.16654 0.933888
1.16729 0.937159
1.16804 0.941112
1.16879 0.944924
1.16954 0.950086
1.17029 0.95472
1.17104 0.95839
1.17179 0.963165
1.17254 0.969382
1.17329 0.974444
1.17404 0.977638
1.17479 0.981035
1.17554 0.987076
1.17629 0.993293
1.17704 0.997665
1.17779 1.00426
1.17854 1.00933
1.17929 1.01407
1.18005 1.01952
1.1808 1.02368
1.18155 1.03081
1.1823 1.0365
1.18305 1.04196
1.1838 1.04839
1.18455 1.05388
1.1853 1.05891
1.18605 1.06559
1.1868 1.07212
1.18755 1.07965
1.1883 1.08458
1.18905 1.09181
1.1898 1.09597
1.19055 1.10264
1.1913 1.10858
1.19205 1.11474
1.1928 1.12222
1.19355 1.1273
1.1943 1.1339
1.19505 1.14038
1.1958 1.14742
1.19655 1.15437
1.1973 1.16171
1.19805 1.17075
1.1988 1.17851
1.19955 1.18538
1.2003 1.19084
1.20105 1.19848
1.2018 1.20573
1.20255 1.211
1.2033 1.21722
1.20405 1.22388
1.2048 1.22949
1.20555 1.23503
1.2063 1.2395
1.20705 1.24561
1.2078 1.25245
1.20855 1.25888
1.2093 1.26451
1.21005 1.27109
1.2108 1.2758
1.21155 1.28343
1.2123 1.28985
1.21305 1.29668
1.2138 1.30188
1.21455 1.30695
1.2153 1.31407
1.21605 1.32212
1.2168 1.32759
1.21755 1.33298
1.2183 1.33886
1.21905 1.34411
1.2198 1.34942
1.22056 1.35383
1.22131 1.35856
1.22206 1.3642
1.22281 1.36678
1.22356 1.3732
1.22431 1.37936
1.22506 1.38302
1.22581 1.38594
1.22656 1.39095
1.22731 1.39545
1.22806 1.39883
1.22881 1.40269
1.22956 1.40664
1.23031 1.40886
1.23106 1.41428
1.23181 1.4167
1.23256 1.41939
1.23331 1.42278
1.23406 1.42464
1.23481 1.42749
1.23556 1.4292
1.23631 1.43241
1.23706 1.43415
1.23781 1.43693
1.23856 1.43956
1.23931 1.43987
1.24006 1.4406
1.24081 1.44112
1.24156 1.44247
1.24231 1.44275
1.24306 1.44438
1.24381 1.44663
1.24456 1.44751
1.24531 1.44903
1.24606 1.45063
1.24681 1.45273
1.24756 1.45427
1.24831 1.45452
1.24906 1.4542
1.24981 1.45586
1.25056 1.4559
1.25131 1.45663
1.25206 1.45771
1.25281 1.45546
1.25356 1.45662
1.25431 1.4556
1.25506 1.45363
1.25581 1.45431
1.25656 1.45192
1.25731 1.45074
1.25806 1.44904
1.25881 1.44607
1.25956 1.44534
1.26032 1.44301
1.26107 1.44165
1.26182 1.43939
1.26257 1.43685
1.26332 1.43261
1.26407 1.43047
1.26482 1.42744
1.26557 1.42255
1.26632 1.41988
1.26707 1.41918
1.26782 1.41551
1.26857 1.41053
1.26932 1.40786
1.27007 1.40325
1.27082 1.39909
1.27157 1.394
1.27232 1.39031
1.27307 1.38648
1.27382 1.38193
1.27457 1.37805
1.27532 1.37256
1.27607 1.36796
1.27682 1.36418
1.27757 1.35952
1.27832 1.3542
1.27907 1.34883
1.27982 1.34264
1.28057 1.33738
1.28132 1.33233
1.28207 1.32852
1.28282 1.32312
1.28357 1.31709
1.28432 1.31083
1.28507 1.30547
1.28582 1.29908
1.28657 1.29121
1.28732 1.28438
1.28807 1.27859
1.28882 1.2721
1.28957 1.2671
1.29032 1.26117
1.29107 1.25376
1.29182 1.24725
1.29257 1.24023
1.29332 1.23392
1.29407 1.22831
1.29482 1.22004
1.29557 1.21184
1.29632 1.20774
1.29707 1.20021
1.29782 1.19307
1.29857 1.18641
1.29932 1.17984
1.30008 1.17428
1.30083 1.16784
1.30158 1.16327
1.30233 1.15652
1.30308 1.15083
1.30383 1.14566
1.30458 1.14059
1.30533 1.13452
1.30608 1.1283
1.30683 1.12185
1.30758 1.11511
1.30833 1.1077
1.30908 1.10298
1.30983 1.0985
1.31058 1.09331
1.31133 1.08794
1.31208 1.08274
1.31283 1.07728
1.31358 1.07221
1.31433 1.06711
1.31508 1.05984
1.31583 1.05362
1.31658 1.04853
1.31733 1.04347
1.31808 1.0371
1.31883 1.0305
1.31958 1.02618
1.32033 1.02085
1.32108 1.01614
1.32183 1.00905
1.32258 1.00282
1.32333 0.999121
1.32408 0.995209
1.32483 0.991776
1.32558 0.988771
1.32633 0.982235
1.32708 0.977199
1.32783 0.973577
1.32858 0.969527
1.32933 0.9649
1.33008 0.959924
1.33083 0.952911
1.33158 0.948076
1.33233 0.943298
1.33308 0.938362
1.33383 0.933581
1.33458 0.929346
1.33533 0.924229
1.33608 0.92028
1.33683 0.916795
1.33758 0.910592
1.33833 0.906853
1.33908 0.905913
1.33983 0.902256
1.34059 0.898763
1.34134 0.893484
1.34209 0.891315
1.34284 0.8858
1.34359 0.881608
1.34434 0.877985
1.34509 0.874282
1.34584 0.869902
1.34659 0.867931
1.34734 0.863848
1.34809 0.862316
1.34884 0.860161
1.34959 0.857212
1.35034 0.852719
1.35109 0.849555
1.35184 0.846489
1.35259 0.843012
1.35334 0.840639
1.35409 0.83794
1.35484 0.833803
1.35559 0.830575
1.35634 0.829673
1.35709 0.826987
1.35784 0.825123
1.35859 0.822552
1.35934 0.821741
1.36009 0.820328
1.36084 0.817355
1.36159 0.815534
1.36234 0.813497
1.36309 0.813504
1.36384 0.812324
1.36459 0.809222
1.36534 0.805516
1.36609 0.803013
1.36684 0.798921
1.36759 0.797473
1.36834 0.796647
1.36909 0.795839
1.36984 0.795214
1.37059 0.793024
1.37134 0.791023
1.37209 0.792005
1.37284 0.790415
1.37359 0.789472
1.37434 0.788587
1.37509 0.786854
1.37584 0.785708
1.37659 0.785214
1.37734 0.78375
1.37809 0.781571
1.37884 0.781554
1.37959 0.779863
1.38035 0.77631
1.3811 0.774527
1.38185 0.772271
1.3826 0.77139
1.38335 0.768058
1.3841 0.767222
1.38485 0.76813
1.3856 0.766919
1.38635 0.765681
1.3871 0.765408
1.38785 0.762562
1.3886 0.762432
1.38935 0.760659
1.3901 0.760369
1.39085 0.759197
1.3916 0.758549
1.39235 0.757696
1.3931 0.756161
1.39385 0.756014
1.3946 0.756269
1.39535 0.75614
1.3961 0.756978
1.39685 0.757161
1.3976 0.756004
1.39835 0.756459
1.3991 0.75594
1.39985 0.754736
1.4006 0.753068
1.40135 0.752194
1.4021 0.751475
1.40285 0.750164
1.4036 0.750174
1.40435 0.749723
1.4051 0.750715
1.40585 0.749522
1.4066 0.750722
1.40735 0.749651
1.4081 0.750081
1.40885 0.749935
1.4096 0.749705
1.41035 0.748752
1.4111 0.748184
1.41185 0.748981
1.4126 0.750314
1.41335 0.748829
1.4141 0.750075
1.41485 0.750501
1.4156 0.749903
1.41635 0.750289
1.4171 0.749675
1.41785 0.749445
1.4186 0.751038
1.41935 0.751128
1.42011 0.75198
1.42086 0.751747
1.42161 0.751597
1.42236 0.752258
1.42311 0.752844
1.42386 0.754117
1.42461 0.753454
1.42536 0.753365
1.42611 0.752808
1.42686 0.752855
1.42761 0.750997
1.42836 0.751432
1.42911 0.751567
1.42986 0.751472
1.43061 0.751528
1.43136 0.750577
1.43211 0.750428
1.43286 0.750755
1.43361 0.751141
1.43436 0.750805
1.43511 0.75105
1.43586 0.749271
1.43661 0.749629
1.43736 0.748261
1.43811 0.746744
1.43886 0.746966
1.43961 0.746656
1.44036 0.745903
1.44111 0.745707
1.44186 0.745784
1.44261 0.745428
1.44336 0.744762
1.44411 0.744721
1.44486 0.743868
1.44561 0.743649
1.44636 0.74268
1.44711 0.74215
1.44786 0.741813
1.44861 0.7436
1.44936 0.742536
1.45011 0.743756
1.45086 0.742542
1.45161 0.740884
1.45236 0.740002
1.45311 0.740426
1.45386 0.741513
1.45461 0.742099
1.45536 0.742311
1.45611 0.741114
1.45686 0.742722
1.45761 0.742483
1.45836 0.741719
1.45911 0.742234
1.45986 0.741478
1.46062 0.74149
1.46137 0.740369
1.46212 0.740976
1.46287 0.741417
1.46362 0.741116
1.46437 0.740935
1.46512 0.740319
1.46587 0.740077
1.46662 0.737929
1.46737 0.73904
1.46812 0.739956
1.46887 0.74087
1.46962 0.740321
1.47037 0.740918
1.47112 0.739973
1.47187 0.739112
1.47262 0.73901
1.47337 0.738869
1.47412 0.739343
1.47487 0.737748
1.47562 0.736508
1.47637 0.736063
1.47712 0.736682
1.47787 0.736705
1.47862 0.738421
1.47937 0.739668
1.48012 0.749531
1.48087 0.758636
1.48162 0.768686
1.48237 0.777499
1.48312 0.786262
1.48387 0.795013
1.48462 0.80727
1.48537 0.816831
1.48612 0.826091
1.48687 0.83631
1.48762 0.845919
1.48837 0.855754
1.48912 0.866312
1.48987 0.874982
1.49062 0.887313
1.49137 0.896224
1.49212 0.907025
1.49287 0.91817
1.49362 0.9284
1.49437 0.936293
1.49512 0.94549
1.49587 0.955252
1.49662 0.966261
1.49737 0.97689
1.49812 0.987279
1.49887 0.997035
1.49962 1.00907
1.50038 1.01842
1.50113 1.02816
1.50188 1.03858
1.50263 1.04954
1.50338 1.06096
1.50413 1.07247
1.50488 1.08144
1.50563 1.09241
1.50638 1.10349
1.50713 1.1149
1.50788 1.12751
1.50863 1.13464
1.50938 1.14276
1.51013 1.15383
1.51088 1.16479
1.51163 1.17346
1.51238 1.18454
1.51313 1.19588
1.51388 1.20628
1.51463 1.21716
1.51538 1.22587
1.51613 1.23553
1.51688 1.24769
1.51763 1.25768
1.51838 1.26583
1.51913 1.27303
1.51988 1.28111
1.52063 1.2894
1.52138 1.28836
1.52213 1.2895
1.52288 1.28937
1.52363 1.28963
1.52438 1.29
1.52513 1.29163
1.52588 1.289
1.52663 1.28926
1.52738 1.2893
1.52813 1.28949
1.52888 1.2882
1.52963 1.28887
1.53038 1.2881
1.53113 1.28916
1.53188 1.28975
1.53263 1.29081
1.53338 1.29333
1.53413 1.29483
1.53488 1.29529
1.53563 1.29621
1.53638 1.29697
1.53713 1.29589
1.53788 1.29605
1.53863 1.29772
1.53938 1.29737
1.54014 1.29864
1.54089 1.29822
1.54164 1.29773
1.54239 1.29876
1.54314 1.30079
1.54389 1.29894
1.54464 1.29976
1.54539 1.29992
1.54614 1.30079
1.54689 1.29929
1.54764 1.29922
1.54839 1.29944
1.54914 1.29799
1.54989 1.29967
1.55064 1.30106
1.55139 1.30034
1.55214 1.29975
1.55289 1.30114
1.55364 1.3002
1.55439 1.30213
1.55514 1.30192
1.55589 1.30066
1.55664 1.30127
1.55739 1.30217
1.55814 1.30266
1.55889 1.30174
1.55964 1.30283
1.56039 1.30323
1.56114 1.30283
1.56189 1.30316
1.56264 1.30271
1.56339 1.30057
1.56414 1.30019
1.56489 1.30058
1.56564 1.29972
1.56639 1.29974
1.56714 1.3012
1.56789 1.3009
1.56864 1.301
1.56939 1.30048
1.57014 1.30216
1.57089 1.30192
1.57164 1.30291
1.57239 1.30414
1.57314 1.3023
1.57389 1.30183
1.57464 1.30043
1.57539 1.2996
1.57614 1.3
1.57689 1.29991
1.57764 1.29983
1.57839 1.30219
1.57914 1.30154
1.57989 1.30093
1.58065 1.30188
1.5814 1.3013
1.58215 1.30203
1.5829 1.30201
1.58365 1.30099
1.5844 1.30049
1.58515 1.30118
1.5859 1.29932
1.58665 1.29848
1.5874 1.29974
1.58815 1.30191
1.5889 1.30106
1.58965 1.30035
1.5904 1.30066
1.59115 1.3005
1.5919 1.30024
1.59265 1.30062
1.5934 1.30125
1.59415 1.30203
1.5949 1.30232
1.59565 1.30037
1.5964 1.30048
1.59715 1.30175
1.5979 1.30189
1.59865 1.30178
1.5994 1.29852
1.60015 1.29762
1.6009 1.29911
1.60165 1.30055
1.6024 1.29982
1.60315 1.29955
1.6039 1.29949
1.60465 1.30172
1.6054 1.30294
1.60615 1.30193
1.6069 1.30232
1.60765 1.30154
1.6084 1.30181
1.60915 1.30084
1.6099 1.30152
1.61065 1.30098
1.6114 1.30111
1.61215 1.3021
1.6129 1.30098
1.61365 1.29985
1.6144 1.29908
1.61515 1.30035
1.6159 1.29941
1.61665 1.29892
1.6174 1.29686
1.61815 1.29803
1.6189 1.29736
1.61965 1.29471
1.62041 1.29427
1.62116 1.29365
1.62191 1.2935
1.62266 1.294
1.62341 1.29291
1.62416 1.29271
1.62491 1.29368
1.62566 1.29311
1.62641 1.29213
1.62716 1.29215
1.62791 1.29229
1.62866 1.29203
1.62941 1.29051
1.63016 1.29149
1.63091 1.29029
1.63166 1.29251
1.63241 1.29344
1.63316 1.29258
1.63391 1.29233
1.63466 1.29068
1.63541 1.29072
1.63616 1.2909
1.63691 1.29093
1.63766 1.29045
1.63841 1.28753
1.63916 1.28795
1.63991 1.28732
1.64066 1.28949
1.64141 1.29078
1.64216 1.28945
1.64291 1.2898
1.64366 1.29095
1.64441 1.29133
1.64516 1.29197
1.64591 1.29154
1.64666 1.29243
1.64741 1.29312
1.64816 1.29342
1.64891 1.29324
1.64966 1.29144
1.65041 1.29119
1.65116 1.29136
1.65191 1.29226
1.65266 1.29121
1.65341 1.29034
1.65416 1.28989
1.65491 1.28849
1.65566 1.29171
1.65641 1.28989
1.65716 1.29039
1.65791 1.29105
1.65866 1.29163
1.65941 1.2912
1.66017 1.29194
1.66092 1.29236
1.66167 1.29261
1.66242 1.29299
1.66317 1.29264
1.66392 1.29124
1.66467 1.29105
1.66542 1.29284
1.66617 1.29266
1.66692 1.29163
1.66767 1.29268
1.66842 1.29163
1.66917 1.29192
1.66992 1.29098
1.67067 1.29091
1.67142 1.29088
1.67217 1.29116
1.67292 1.2888
1.67367 1.28728
1.67442 1.2885
1.67517 1.28995
1.67592 1.29079
1.67667 1.2899
1.67742 1.28973
1.67817 1.28968
1.67892 1.28995
1.67967 1.29181
1.68042 1.29035
1.68117 1.29034
1.68192 1.28921
1.68267 1.29026
1.68342 1.29002
1.68417 1.28935
1.68492 1.2901
1.68567 1.29008
1.68642 1.29107
1.68717 1.28931
1.68792 1.2875
1.68867 1.28881
1.68942 1.29016
1.69017 1.29099
1.69092 1.29305
1.69167 1.29397
1.69242 1.29264
1.69317 1.29174
1.69392 1.29218
1.69467 1.29009
1.69542 1.29123
1.69617 1.29106
1.69692 1.28897
1.69767 1.2901
1.69842 1.2899
1.69917 1.29104
1.69992 1.29146
1.70068 1.29203
1.70143 1.29143
1.70218 1.29141
1.70293 1.28986
1.70368 1.28976
1.70443 1.28877
1.70518 1.28956
1.70593 1.28993
1.70668 1.28796
1.70743 1.28728
1.70818 1.28784
1.70893 1.28775
1.70968 1.28799
1.71043 1.28806
1.71118 1.2869
1.71193 1.288
1.71268 1.28704
1.71343 1.28725
1.71418 1.28841
1.71493 1.28927
1.71568 1.28958
1.71643 1.28778
1.71718 1.28723
1.71793 1.28782
1.71868 1.28884
1.71943 1.28864
1.72018 1.28835
1.72093 1.28823
1.72168 1.28836
1.72243 1.28846
1.72318 1.28818
1.72393 1.28618
1.72468 1.28665
1.72543 1.28701
1.72618 1.28561
1.72693 1.28536
1.72768 1.28401
1.72843 1.28517
1.72918 1.28566
1.72993 1.28519
1.73068 1.28544
1.73143 1.28614
1.73218 1.28519
1.73293 1.28611
1.73368 1.28704
1.73443 1.28677
1.73518 1.2857
1.73593 1.28779
1.73668 1.28663
1.73743 1.28871
1.73818 1.28852
1.73893 1.28831
1.73968 1.28785
1.74044 1.28586
1.74119 1.28636
1.74194 1.28613
1.74269 1.28692
1.74344 1.28777
1.74419 1.28925
1.74494 1.2894
1.74569 1.29021
1.74644 1.29022
1.74719 1.29043
1.74794 1.29268
1.74869 1.29315
1.74944 1.295
1.75019 1.29597
1.75094 1.29639
1.75169 1.29608
1.75244 1.29649
1.75319 1.29601
1.75394 1.29571
1.75469 1.29675
1.75544 1.29602
1.75619 1.29536
1.75694 1.29535
1.75769 1.29664
1.75844 1.29729
1.75919 1.29638
1.75994 1.29448
1.76069 1.29259
1.76144 1.29253
1.76219 1.29188
1.76294 1.29238
1.76369 1.29066
1.76444 1.29195
1.76519 1.29302
1.76594 1.29327
1.76669 1.29247
1.76744 1.29268
1.76819 1.29254
1.76894 1.29317
1.76969 1.2932
1.77044 1.29245
1.77119 1.29194
1.77194 1.28928
1.77269 1.28843
1.77344 1.28907
1.77419 1.28792
1.77494 1.28705
1.77569 1.28707
1.77644 1.28871
1.77719 1.28837
1.77794 1.28781
1.77869 1.28811
1.77944 1.28794
1.7802 1.28825
1.78095 1.28864
1.7817 1.2897
1.78245 1.28929
1.7832 1.28907
1.78395 1.28798
1.7847 1.28871
1.78545 1.28953
1.7862 1.28895
1.78695 1.28855
1.7877 1.28932
1.78845 1.28866
1.7892 1.28769
1.78995 1.28691
1.7907 1.28382
1.79145 1.28196
1.7922 1.28257
1.79295 1.28207
1.7937 1.28389
1.79445 1.28306
1.7952 1.28251
1.79595 1.28242
1.7967 1.28266
1.79745 1.2823
1.7982 1.2829
1.79895 1.28081
1.7997 1.28121
1.80045 1.28127
1.8012 1.28144
1.80195 1.28355
1.8027 1.28518
1.80345 1.28523
1.8042 1.28454
1.80495 1.28619
1.8057 1.28665
1.80645 1.28632
1.8072 1.28526
1.80795 1.28601
1.8087 1.28565
1.80945 1.2871
1.8102 1.28779
1.81095 1.28676
1.8117 1.28795
1.81245 1.29035
1.8132 1.29159
1.81395 1.29164
1.8147 1.29019
1.81545 1.2906
1.8162 1.29151
1.81695 1.2917
1.8177 1.29034
1.81845 1.2915
1.8192 1.29308
1.81995 1.29181
1.82071 1.29247
1.82146 1.29286
1.82221 1.29315
1.82296 1.29168
1.82371 1.29264
1.82446 1.2933
1.82521 1.29389
1.82596 1.29416
1.82671 1.29411
1.82746 1.29586
1.82821 1.29698
1.82896 1.29701
1.82971 1.29687
1.83046 1.29633
1.83121 1.29789
1.83196 1.29906
1.83271 1.30039
1.83346 1.29869
1.83421 1.29944
1.83496 1.29838
1.83571 1.29988
1.83646 1.29995
1.83721 1.29962
1.83796 1.2987
1.83871 1.29989
1.83946 1.29901
1.84021 1.29995
1.84096 1.29886
1.84171 1.29811
1.84246 1.29923
1.84321 1.30003
1.84396 1.2996
1.84471 1.29989
1.84546 1.30171
1.84621 1.30278
1.84696 1.30248
1.84771 1.30401
1.84846 1.30413
1.84921 1.30436
1.84996 1.30414
1.85071 1.30309
1.85146 1.30165
1.85221 1.30178
1.85296 1.30242
1.85371 1.30051
1.85446 1.30147
1.85521 1.30272
1.85596 1.304
1.85671 1.3049
1.85746 1.30579
1.85821 1.30577
1.85896 1.30731
1.85971 1.308
1.86047 1.30817
1.86122 1.30978
1.86197 1.31004
1.86272 1.31025
1.86347 1.31112
1.86422 1.31225
1.86497 1.3116
1.86572 1.31193
1.86647 1.31319
1.86722 1.31438
1.86797 1.3143
1.86872 1.31404
1.86947 1.31446
1.87022 1.31489
1.87097 1.3169
1.87172 1.31795
1.87247 1.31851
1.87322 1.32157
1.87397 1.32202
1.87472 1.32649
1.87547 1.32707
1.87622 1.3292
1.87697 1.32982
1.87772 1.33152
1.87847 1.33246
1.87922 1.33531
1.87997 1.3359
1.88072 1.33866
1.88147 1.34089
1.88222 1.34277
1.88297 1.34631
1.88372 1.34776
1.88447 1.34937
1.88522 1.35062
1.88597 1.35358
1.88672 1.35528
1.88747 1.35711
1.88822 1.35819
1.88897 1.35904
1.88972 1.36106
1.89047 1.36309
1.89122 1.36651
1.89197 1.36853
1.89272 1.37219
1.89347 1.37571
1.89422 1.37721
1.89497 1.38193
1.89572 1.38353
1.89647 1.3852
1.89722 1.39055
1.89797 1.39219
1.89872 1.39442
1.89947 1.39888
1.90023 1.40117
1.90098 1.4034
1.90173 1.40616
1.90248 1.40979
1.90323 1.41234
1.90398 1.41489
1.90473 1.41898
1.90548 1.4232
1.90623 1.42751
1.90698 1.43057
1.90773 1.4324
1.90848 1.43418
1.90923 1.43904
1.90998 1.44307
1.91073 1.44589
1.91148 1.44977
1.91223 1.45403
1.91298 1.45935
1.91373 1.46343
1.91448 1.46569
1.91523 1.46957
1.91598 1.47106
1.91673 1.47515
1.91748 1.47995
1.91823 1.48287
1.91898 1.48787
1.91973 1.49225
1.92048 1.49653
1.92123 1.50287
1.92198 1.50612
1.92273 1.50969
1.92348 1.51558
1.92423 1.51856
1.92498 1.52409
1.92573 1.52833
1.92648 1.53374
1.92723 1.53808
1.92798 1.54251
1.92873 1.54819
1.92948 1.55419
1.93023 1.56021
1.93098 1.56743
1.93173 1.57184
1.93248 1.57791
1.93323 1.58473
1.93398 1.59034
1.93473 1.59482
1.93548 1.60136
1.93623 1.60528
1.93698 1.61244
1.93773 1.61705
1.93848 1.62093
1.93923 1.62872
1.93998 1.63474
1.94074 1.64045
1.94149 1.64705
1.94224 1.65261
1.94299 1.65891
1.94374 1.6633
1.94449 1.66997
1.94524 1.67759
1.94599 1.68345
1.94674 1.68943
1.94749 1.69558
1.94824 1.7012
1.94899 1.70838
1.94974 1.71589
1.95049 1.72247
1.95124 1.72979
1.95199 1.73608
1.95274 1.7419
1.95349 1.74805
1.95424 1.75271
1.95499 1.75898
1.95574 1.76551
1.95649 1.77234
1.95724 1.78126
1.95799 1.78743
1.95874 1.79248
1.95949 1.79998
1.96024 1.80567
1.96099 1.81223
1.96174 1.81703
1.96249 1.8219
1.96324 1.8272
1.96399 1.83464
1.96474 1.83957
1.96549 1.84555
1.96624 1.84939
1.96699 1.85481
1.96774 1.85892
1.96849 1.8636
1.96924 1.86916
1.96999 1.873
1.97074 1.87741
1.97149 1.88297
1.97224 1.88537
1.97299 1.89242
1.97374 1.89643
1.97449 1.89987
1.97524 1.90425
1.97599 1.90954
1.97674 1.91189
1.97749 1.91639
1.97824 1.92113
1.97899 1.9263
1.97974 1.9297
1.9805 1.93153
1.98125 1.93474
1.982 1.9394
1.98275 1.94238
1.9835 1.9477
1.98425 1.94959
1.985 1.95148
1.98575 1.95338
1.9865 1.95632
1.98725 1.95934
1.988 1.96348
1.98875 1.96644
1.9895 1.9686
1.99025 1.97024
1.991 1.9711
1.99175 1.97022
1.9925 1.97178
1.99325 1.97388
1.994 1.97546
1.99475 1.976
1.9955 1.97876
1.99625 1.98019
1.997 1.98125
1.99775 1.9821
1.9985 1.9815
1.99925 1.98231
2 1.98279
2.00075 1.98438
2.0015 1.98442
2.00225 1.98324
2.003 1.98267
2.00375 1.98194
2.0045 1.98183
2.00525 1.98075
2.006 1.97922
2.00675 1.97919
2.0075 1.9798
2.00825 1.97722
2.009 1.97609
2.00975 1.97421
2.0105 1.97043
2.01125 1.96915
2.012 1.96585
2.01275 1.96264
2.0135 1.96168
2.01425 1.95949
2.015 1.95625
2.01575 1.95356
2.0165 1.95114
2.01725 1.94863
2.018 1.94803
2.01875 1.94392
2.0195 1.93909
2.02026 1.93552
2.02101 1.93128
2.02176 1.93053
2.02251 1.92734
2.02326 1.92172
2.02401 1.91764
2.02476 1.91125
2.02551 1.90774
2.02626 1.90436
2.02701 1.90141
2.02776 1.89622
2.02851 1.89105
2.02926 1.8849
2.03001 1.87924
2.03076 1.87522
2.03151 1.8704
2.03226 1.86625
2.03301 1.86347
2.03376 1.85799
2.03451 1.85197
2.03526 1.8475
2.03601 1.84168
2.03676 1.83517
2.03751 1.83062
2.03826 1.82488
2.03901 1.81944
2.03976 1.81281
2.04051 1.80648
2.04126 1.8002
2.04201 1.79389
2.04276 1.78735
2.04351 1.78219
2.04426 1.77794
2.04501 1.76981
2.04576 1.76407
2.04651 1.75716
2.04726 1.7517
2.04801 1.74596
2.04876 1.73858
2.04951 1.73298
2.05026 1.72652
2.05101 1.72158
