x   y 
0.297074 -0.0080893
0.297824 -0.00672522
0.298575 -0.00726797
0.299325 -0.00641292
0.300075 -0.00695909
0.300825 -0.00790708
0.301575 -0.00838495
0.302326 -0.00916237
0.303076 -0.00920188
0.303826 -0.00826092
0.304576 -0.00593815
0.305326 -0.00634723
0.306077 -0.00410216
0.306827 -0.00295292
0.307577 -0.00115046
0.308327 -0.000149208
0.309077 -0.000280199
0.309827 -0.000362898
0.310578 0.00166189
0.311328 0.00252417
0.312078 0.00234324
0.312828 0.00287649
0.313578 0.00178951
0.314329 0.00442735
0.315079 0.00459942
0.315829 0.0027855
0.316579 0.00366427
0.317329 0.00275397
0.31808 0.0035559
0.31883 0.00316187
0.31958 0.00235216
0.32033 0.00141418
0.32108 0.000374493
0.32183 0.000331203
0.322581 0.00127384
0.323331 0.000861937
0.324081 0.00119005
0.324831 -0.000189415
0.325581 0.00111421
0.326332 -0.000608787
0.327082 -0.000510112
0.327832 -0.000254694
0.328582 0.000752242
0.329332 0.000695686
0.330083 0.00143321
0.330833 0.00183068
0.331583 0.00157509
0.332333 0.00357834
0.333083 0.00351391
0.333833 0.00560994
0.334584 0.00769936
0.335334 0.0094907
0.336084 0.0105398
0.336834 0.0115267
0.337584 0.0103032
0.338335 0.0101255
0.339085 0.00982117
0.339835 0.0124822
0.340585 0.0128078
0.341335 0.014185
0.342086 0.0153163
0.342836 0.0161065
0.343586 0.0170163
0.344336 0.0176496
0.345086 0.0173202
0.345836 0.0177482
0.346587 0.0177214
0.347337 0.0172453
0.348087 0.017138
0.348837 0.018207
0.349587 0.0190857
0.350338 0.0187244
0.351088 0.018516
0.351838 0.0160847
0.352588 0.015593
0.353338 0.0161373
0.354089 0.0156727
0.354839 0.017051
0.355589 0.0147464
0.356339 0.0168168
0.357089 0.0185099
0.357839 0.01839
0.35859 0.0189958
0.35934 0.0200796
0.36009 0.0205563
0.36084 0.0205919
0.36159 0.0218927
0.362341 0.0231235
0.363091 0.0240052
0.363841 0.0239679
0.364591 0.0260196
0.365341 0.0277273
0.366092 0.0284344
0.366842 0.0292489
0.367592 0.0318633
0.368342 0.0316408
0.369092 0.0349145
0.369842 0.0370561
0.370593 0.0376331
0.371343 0.0382558
0.372093 0.0403543
0.372843 0.0407224
0.373593 0.0406871
0.374344 0.0431466
0.375094 0.0442198
0.375844 0.0455467
0.376594 0.0468708
0.377344 0.0489402
0.378095 0.0495614
0.378845 0.0521477
0.379595 0.0520149
0.380345 0.0544171
0.381095 0.055176
0.381845 0.0566938
0.382596 0.0582415
0.383346 0.0589422
0.384096 0.0603958
0.384846 0.0613963
0.385596 0.0626856
0.386347 0.0645761
0.387097 0.0662363
0.387847 0.0686792
0.388597 0.0691742
0.389347 0.0721806
0.390098 0.074577
0.390848 0.0762698
0.391598 0.08142
0.392348 0.0845511
0.393098 0.0891434
0.393848 0.0912377
0.394599 0.0943392
0.395349 0.0976195
0.396099 0.100618
0.396849 0.105132
0.397599 0.109199
0.39835 0.112924
0.3991 0.115367
0.39985 0.117268
0.4006 0.11972
0.40135 0.123099
0.402101 0.128654
0.402851 0.131282
0.403601 0.134665
0.404351 0.137882
0.405101 0.141098
0.405851 0.143091
0.406602 0.146835
0.407352 0.152015
0.408102 0.154626
0.408852 0.157794
0.409602 0.162483
0.410353 0.163555
0.411103 0.165707
0.411853 0.169666
0.412603 0.174203
0.413353 0.177864
0.414104 0.18461
0.414854 0.189903
0.415604 0.19314
0.416354 0.198013
0.417104 0.201696
0.417854 0.206683
0.418605 0.210522
0.419355 0.216045
0.420105 0.220269
0.420855 0.225765
0.421605 0.229685
0.422356 0.233639
0.423106 0.238317
0.423856 0.243347
0.424606 0.250697
0.425356 0.257664
0.426107 0.2628
0.426857 0.268011
0.427607 0.273126
0.428357 0.277466
0.429107 0.282438
0.429857 0.289915
0.430608 0.294288
0.431358 0.300304
0.432108 0.307259
0.432858 0.312058
0.433608 0.318002
0.434359 0.32324
0.435109 0.329804
0.435859 0.335464
0.436609 0.342064
0.437359 0.348781
0.43811 0.354978
0.43886 0.360071
0.43961 0.36487
0.44036 0.370832
0.44111 0.378987
0.44186 0.386146
0.442611 0.394051
0.443361 0.399761
0.444111 0.40815
0.444861 0.415499
0.445611 0.421777
0.446362 0.427791
0.447112 0.435223
0.447862 0.440671
0.448612 0.447594
0.449362 0.454778
0.450113 0.460438
0.450863 0.4653
0.451613 0.473363
0.452363 0.480921
0.453113 0.486354
0.453863 0.493148
0.454614 0.498824
0.455364 0.503665
0.456114 0.508641
0.456864 0.515086
0.457614 0.522207
0.458365 0.529204
0.459115 0.535249
0.459865 0.542143
0.460615 0.547774
0.461365 0.553888
0.462116 0.560465
0.462866 0.567187
0.463616 0.574194
0.464366 0.581758
0.465116 0.587987
0.465866 0.592585
0.466617 0.596995
0.467367 0.603213
0.468117 0.609623
0.468867 0.615657
0.469617 0.621684
0.470368 0.628364
0.471118 0.634142
0.471868 0.637923
0.472618 0.642505
0.473368 0.646021
0.474119 0.649788
0.474869 0.653088
0.475619 0.658309
0.476369 0.663118
0.477119 0.667866
0.477869 0.67091
0.47862 0.673962
0.47937 0.678485
0.48012 0.681299
0.48087 0.686173
0.48162 0.691824
0.482371 0.696153
0.483121 0.700688
0.483871 0.70285
0.484621 0.706488
0.485371 0.707916
0.486122 0.710489
0.486872 0.714103
0.487622 0.717423
0.488372 0.720307
0.489122 0.722903
0.489872 0.724573
0.490623 0.726993
0.491373 0.730287
0.492123 0.733685
0.492873 0.734341
0.493623 0.736589
0.494374 0.73847
0.495124 0.739053
0.495874 0.741299
0.496624 0.743547
0.497374 0.745514
0.498125 0.74573
0.498875 0.745521
0.499625 0.745957
0.500375 0.744343
0.501125 0.743438
0.501875 0.743545
0.502626 0.743525
0.503376 0.743957
0.504126 0.74289
0.504876 0.740119
0.505626 0.738821
0.506377 0.738316
0.507127 0.737491
0.507877 0.736113
0.508627 0.73431
0.509377 0.730698
0.510128 0.728407
0.510878 0.72648
0.511628 0.724044
0.512378 0.719992
0.513128 0.718748
0.513878 0.71615
0.514629 0.715404
0.515379 0.71289
0.516129 0.710153
0.516879 0.706728
0.517629 0.703847
0.51838 0.700181
0.51913 0.69835
0.51988 0.695857
0.52063 0.69243
0.52138 0.689354
0.522131 0.6854
0.522881 0.679663
0.523631 0.673697
0.524381 0.668718
0.525131 0.663994
0.525881 0.658889
0.526632 0.654174
0.527382 0.649347
0.528132 0.642067
0.528882 0.637048
0.529632 0.631427
0.530383 0.624976
0.531133 0.621333
0.531883 0.614765
0.532633 0.60691
0.533383 0.60162
0.534134 0.597874
0.534884 0.591073
0.535634 0.586554
0.536384 0.58158
0.537134 0.575119
0.537884 0.568915
0.538635 0.562669
0.539385 0.557163
0.540135 0.550938
0.540885 0.544166
0.541635 0.539789
0.542386 0.533714
0.543136 0.527876
0.543886 0.521387
0.544636 0.5133
0.545386 0.507037
0.546137 0.501611
0.546887 0.494258
0.547637 0.487165
0.548387 0.47989
0.549137 0.473814
0.549887 0.469325
0.550638 0.463897
0.551388 0.457621
0.552138 0.451522
0.552888 0.444388
0.553638 0.438279
0.554389 0.430266
0.555139 0.423105
0.555889 0.41516
0.556639 0.407351
0.557389 0.401735
0.55814 0.394913
0.55889 0.387786
0.55964 0.382282
0.56039 0.376435
0.56114 0.367619
0.56189 0.359592
0.562641 0.352218
0.563391 0.343912
0.564141 0.338664
0.564891 0.331936
0.565641 0.324834
0.566392 0.318591
0.567142 0.310561
0.567892 0.305533
0.568642 0.299072
0.569392 0.295246
0.570143 0.290036
0.570893 0.283518
0.571643 0.278899
0.572393 0.271368
0.573143 0.266044
0.573893 0.263194
0.574644 0.257999
0.575394 0.252234
0.576144 0.247801
0.576894 0.240623
0.577644 0.233316
0.578395 0.228484
0.579145 0.221528
0.579895 0.215417
0.580645 0.210466
0.581395 0.205559
0.582146 0.200726
0.582896 0.194919
0.583646 0.189087
0.584396 0.183968
0.585146 0.179657
0.585896 0.176086
0.586647 0.171472
0.587397 0.16809
0.588147 0.165841
0.588897 0.162082
0.589647 0.157978
0.590398 0.153702
0.591148 0.148887
0.591898 0.144818
0.592648 0.141591
0.593398 0.136706
0.594149 0.132927
0.594899 0.130298
0.595649 0.126825
0.596399 0.12301
0.597149 0.118966
0.597899 0.116102
0.59865 0.112869
0.5994 0.109226
0.60015 0.10643
0.6009 0.102744
0.60165 0.0992775
0.602401 0.0968663
0.603151 0.0950174
0.603901 0.0941445
0.604651 0.0931254
0.605401 0.0895328
0.606152 0.0870107
0.606902 0.0848331
0.607652 0.0829524
0.608402 0.0812921
0.609152 0.0792608
0.609902 0.076963
0.610653 0.0739377
0.611403 0.0698465
0.612153 0.0687389
0.612903 0.0670299
0.613653 0.066072
0.614404 0.0635374
0.615154 0.0604913
0.615904 0.0588811
0.616654 0.0576097
0.617404 0.0554665
0.618155 0.0549919
0.618905 0.0544361
0.619655 0.0531235
0.620405 0.0522585
0.621155 0.0525214
0.621905 0.0505067
0.622656 0.0488614
0.623406 0.0480733
0.624156 0.0484185
0.624906 0.0480526
0.625656 0.0455687
0.626407 0.0437609
0.627157 0.0429988
0.627907 0.0421357
0.628657 0.0421645
0.629407 0.0393436
0.630158 0.0388901
0.630908 0.0383799
0.631658 0.0367643
0.632408 0.0357069
0.633158 0.0347613
0.633908 0.0353517
0.634659 0.035299
0.635409 0.0361355
0.636159 0.033166
0.636909 0.033978
0.637659 0.0340468
0.63841 0.0358288
0.63916 0.03476
0.63991 0.0337166
0.64066 0.033596
0.64141 0.0333945
0.642161 0.0316293
0.642911 0.0298019
0.643661 0.0297867
0.644411 0.0275776
0.645161 0.0255233
0.645911 0.0252793
0.646662 0.0248896
0.647412 0.0254298
0.648162 0.0239792
0.648912 0.0230194
0.649662 0.0230548
0.650413 0.0209004
0.651163 0.0209405
0.651913 0.0207055
0.652663 0.022478
0.653413 0.0219165
0.654164 0.0220797
0.654914 0.0207054
0.655664 0.0219183
0.656414 0.0209413
0.657164 0.0199702
0.657914 0.0178599
0.658665 0.0180714
0.659415 0.0175256
0.660165 0.0153397
0.660915 0.0140499
0.661665 0.0157406
0.662416 0.0140049
0.663166 0.0143207
0.663916 0.0132595
0.664666 0.0121635
0.665416 0.0115198
0.666167 0.0121476
0.666917 0.0125057
0.667667 0.0132496
0.668417 0.0123513
0.669167 0.0119002
0.669917 0.00977596
0.670668 0.008893
0.671418 0.00811435
0.672168 0.00679669
0.672918 0.00744829
0.673668 0.00664448
0.674419 0.0067861
0.675169 0.00629436
0.675919 0.00589755
0.676669 0.00550371
0.677419 0.00781286
0.67817 0.00755181
0.67892 0.00728961
0.67967 0.00532501
0.68042 0.00683395
0.68117 0.00570929
0.68192 0.00414315
0.682671 0.0041579
0.683421 0.00562712
0.684171 0.00596089
0.684921 0.00658127
0.685671 0.00819184
0.686422 0.00964948
0.687172 0.0102529
0.687922 0.0110201
0.688672 0.00946548
0.689422 0.00869542
0.690173 0.0101092
0.690923 0.00962397
0.691673 0.00949256
0.692423 0.0102718
0.693173 0.0103433
0.693923 0.00778078
0.694674 0.00764485
0.695424 0.00631952
0.696174 0.0074174
0.696924 0.00832961
0.697674 0.00892524
0.698425 0.00861884
0.699175 0.00893439
0.699925 0.00825611
0.700675 0.00823116
0.701425 0.0104314
0.702176 0.0110209
0.702926 0.0101572
0.703676 0.011006
0.704426 0.0106608
0.705176 0.010398
0.705926 0.00974754
0.706677 0.00972406
0.707427 0.00808375
0.708177 0.00790858
0.708927 0.0078795
0.709677 0.00927559
0.710428 0.0093214
0.711178 0.00888091
0.711928 0.0101142
0.712678 0.00891098
0.713428 0.0105871
0.714179 0.0086115
0.714929 0.00894672
0.715679 0.0101895
0.716429 0.00914795
0.717179 0.00978731
0.717929 0.00906827
0.71868 0.00788255
0.71943 0.00711692
0.72018 0.00627689
0.72093 0.00661383
0.72168 0.0063782
0.722431 0.00819358
0.723181 0.00905728
0.723931 0.00898449
0.724681 0.00834466
0.725431 0.00811894
0.726182 0.00821932
0.726932 0.00723215
0.727682 0.00623896
0.728432 0.00549384
0.729182 0.00465534
0.729932 0.0165143
0.730683 0.0304737
0.731433 0.0407893
0.732183 0.0533827
0.732933 0.0670429
0.733683 0.0795555
0.734434 0.0916186
0.735184 0.107143
0.735934 0.120967
0.736684 0.134859
0.737434 0.147499
0.738185 0.159509
0.738935 0.173724
0.739685 0.188786
0.740435 0.201046
0.741185 0.215586
0.741935 0.228258
0.742686 0.242389
0.743436 0.255612
0.744186 0.267939
0.744936 0.282495
0.745686 0.295679
0.746437 0.309495
0.747187 0.32447
0.747937 0.337877
0.748687 0.35376
0.749437 0.368091
0.750188 0.382131
0.750938 0.394776
0.751688 0.410142
0.752438 0.425538
0.753188 0.43825
0.753938 0.452468
0.754689 0.465658
0.755439 0.482092
0.756189 0.497146
0.756939 0.510502
0.757689 0.524512
0.75844 0.539444
0.75919 0.552554
0.75994 0.567005
0.76069 0.582943
0.76144 0.596392
0.762191 0.609812
0.762941 0.621829
0.763691 0.633886
0.764441 0.647225
0.765191 0.658455
0.765941 0.671501
0.766692 0.685964
0.767442 0.696438
0.768192 0.708668
0.768942 0.721359
0.769692 0.733372
0.770443 0.744507
0.771193 0.745339
0.771943 0.745664
0.772693 0.745468
0.773443 0.744887
0.774194 0.745362
0.774944 0.744535
0.775694 0.744644
0.776444 0.742284
0.777194 0.74194
0.777944 0.741842
0.778695 0.741223
0.779445 0.74037
0.780195 0.740062
0.780945 0.739268
0.781695 0.740912
0.782446 0.740409
0.783196 0.742372
0.783946 0.740815
0.784696 0.741251
0.785446 0.741749
0.786197 0.741738
0.786947 0.74161
0.787697 0.742578
0.788447 0.742735
0.789197 0.742374
0.789947 0.741449
0.790698 0.741908
0.791448 0.741683
0.792198 0.74271
0.792948 0.741103
0.793698 0.741029
0.794449 0.74186
0.795199 0.742842
0.795949 0.743276
0.796699 0.742877
0.797449 0.740781
0.7982 0.741204
0.79895 0.740736
0.7997 0.738707
0.80045 0.739575
0.8012 0.736656
0.80195 0.734497
0.802701 0.734768
0.803451 0.734121
0.804201 0.734718
0.804951 0.73573
0.805701 0.735251
0.806452 0.735763
0.807202 0.734201
0.807952 0.732863
0.808702 0.734082
0.809452 0.735474
0.810203 0.735511
0.810953 0.735958
0.811703 0.735826
0.812453 0.735636
0.813203 0.734751
0.813953 0.736014
0.814704 0.736435
0.815454 0.736008
0.816204 0.735132
0.816954 0.734916
0.817704 0.73646
0.818455 0.738132
0.819205 0.738043
0.819955 0.739825
0.820705 0.739368
0.821455 0.738815
0.822206 0.737666
0.822956 0.738051
0.823706 0.738406
0.824456 0.737548
0.825206 0.739588
0.825956 0.73935
0.826707 0.741349
0.827457 0.74153
0.828207 0.741702
0.828957 0.740616
0.829707 0.740583
0.830458 0.73992
0.831208 0.739974
0.831958 0.740154
0.832708 0.739272
0.833458 0.737614
0.834209 0.736737
0.834959 0.736049
0.835709 0.737632
0.836459 0.737422
0.837209 0.735911
0.837959 0.735493
0.83871 0.735968
0.83946 0.735965
0.84021 0.736374
0.84096 0.737643
0.84171 0.737428
0.842461 0.740668
0.843211 0.741917
0.843961 0.742601
0.844711 0.742771
0.845461 0.741952
0.846212 0.740621
0.846962 0.742182
0.847712 0.742804
0.848462 0.743572
0.849212 0.743824
0.849962 0.743518
0.850713 0.743323
0.851463 0.743664
0.852213 0.74367
0.852963 0.744845
0.853713 0.745172
0.854464 0.744346
0.855214 0.744185
0.855964 0.743343
0.856714 0.742679
0.857464 0.742957
0.858215 0.742538
0.858965 0.740512
0.859715 0.739284
0.860465 0.73942
0.861215 0.736142
0.861965 0.737299
0.862716 0.736929
0.863466 0.737222
0.864216 0.73625
0.864966 0.734572
0.865716 0.735714
0.866467 0.735514
0.867217 0.733844
0.867967 0.731986
0.868717 0.731324
0.869467 0.731807
0.870218 0.732586
0.870968 0.733814
0.871718 0.735951
0.872468 0.73598
0.873218 0.736205
0.873968 0.736337
0.874719 0.737515
0.875469 0.739187
0.876219 0.739011
0.876969 0.73793
0.877719 0.737449
0.87847 0.737526
0.87922 0.737924
0.87997 0.737815
0.88072 0.736568
0.88147 0.735153
0.882221 0.734252
0.882971 0.733381
0.883721 0.734221
0.884471 0.733402
0.885221 0.732471
0.885971 0.732551
0.886722 0.734579
0.887472 0.734514
0.888222 0.732261
0.888972 0.732168
0.889722 0.733273
0.890473 0.733817
0.891223 0.734572
0.891973 0.734227
0.892723 0.734411
0.893473 0.73442
0.894224 0.733271
0.894974 0.733679
0.895724 0.735662
0.896474 0.73549
0.897224 0.735473
0.897974 0.736184
0.898725 0.736719
0.899475 0.738164
0.900225 0.741302
0.900975 0.740544
0.901725 0.740848
0.902476 0.743125
0.903226 0.742541
0.903976 0.743069
0.904726 0.742962
0.905476 0.743284
0.906227 0.743682
0.906977 0.743167
0.907727 0.740865
0.908477 0.741993
0.909227 0.741607
0.909977 0.741349
0.910728 0.742093
0.911478 0.742649
0.912228 0.742093
0.912978 0.739742
0.913728 0.740494
0.914479 0.738413
0.915229 0.739314
0.915979 0.738122
0.916729 0.73723
0.917479 0.736543
0.91823 0.736038
0.91898 0.735458
0.91973 0.73615
0.92048 0.733945
0.92123 0.734005
0.92198 0.733628
0.922731 0.734279
0.923481 0.73523
0.924231 0.735552
0.924981 0.735202
0.925731 0.735011
0.926482 0.735043
0.927232 0.735047
0.927982 0.734859
0.928732 0.736014
0.929482 0.737666
0.930233 0.736628
0.930983 0.736217
0.931733 0.734507
0.932483 0.734293
0.933233 0.733378
0.933983 0.732523
0.934734 0.731829
0.935484 0.73291
0.936234 0.732737
0.936984 0.731708
0.937734 0.730905
0.938485 0.731266
0.939235 0.731754
0.939985 0.731373
0.940735 0.730759
0.941485 0.728929
0.942236 0.728459
0.942986 0.72727
0.943736 0.727678
0.944486 0.728705
0.945236 0.729366
0.945986 0.730562
0.946737 0.730875
0.947487 0.731477
0.948237 0.730119
0.948987 0.732117
0.949737 0.733158
0.950488 0.734234
0.951238 0.734586
0.951988 0.733886
0.952738 0.73297
0.953488 0.731419
0.954239 0.732502
0.954989 0.73268
0.955739 0.734637
0.956489 0.734745
0.957239 0.735521
0.957989 0.735036
0.95874 0.735769
0.95949 0.735288
0.96024 0.736088
0.96099 0.735881
0.96174 0.738811
0.962491 0.739894
0.963241 0.741135
0.963991 0.741037
0.964741 0.74055
0.965491 0.741201
0.966242 0.739148
0.966992 0.740493
0.967742 0.740991
0.968492 0.740975
0.969242 0.739373
0.969992 0.739796
0.970743 0.738527
0.971493 0.739468
0.972243 0.739779
0.972993 0.740126
0.973743 0.740984
0.974494 0.740173
0.975244 0.73918
0.975994 0.738653
0.976744 0.738201
0.977494 0.738337
0.978245 0.738317
0.978995 0.740617
0.979745 0.741229
0.980495 0.73978
0.981245 0.739015
0.981995 0.739145
0.982746 0.740491
0.983496 0.741656
0.984246 0.742116
0.984996 0.741888
0.985746 0.739582
0.986497 0.739012
0.987247 0.738839
0.987997 0.737525
0.988747 0.737836
0.989497 0.739241
0.990248 0.739057
0.990998 0.738834
0.991748 0.737942
0.992498 0.737555
0.993248 0.737821
0.993998 0.738031
0.994749 0.738974
0.995499 0.738741
0.996249 0.73858
0.996999 0.73771
0.997749 0.737405
0.9985 0.737881
